,PMIDs
47992,17100814
47993,11789743
47994,9187896
47995,17437826
47996,8692511
47997,565593
47998,16242695
47999,17347792
48000,18408389
48001,17244293
48002,16123223
48003,15494430
48004,15284112
48005,15668467
48006,16873669
48007,17433319
48008,16790114
48009,15374718
48010,17428479
48011,17233688
48012,17924246
48013,15994575
48014,11427243
48015,17375319
48016,1919695
48017,1675329
48018,8945112
48019,8971229
48020,7321036
48021,3551621
48022,9620192
48023,8336303
48024,7598669
48025,8034409
48026,10640116
48027,1489769
48028,1581367
48029,1582123
48030,8130290
48031,9313387
48032,7377854
48033,2285755
48034,3606369
48035,9598884
48036,8728664
48037,11561117
48038,8994013
48039,7918727
48040,7697955
48041,655834
48042,9782813
48043,3565525
48044,8000750
48045,1390969
48046,9292292
48047,7138270
48048,8495260
48049,7234956
48050,1375576
48051,11032921
48052,4028724
48053,6351364
48054,3842217
48055,6730944
48056,7409230
48057,12878284
48058,6351363
48059,12265806
48060,2036794
48061,18628946
48062,18043319
48063,8245525
48064,20595141
48065,12045493
48066,19911990
48067,18043319
48068,19662523
48069,19901865
48070,17413536
48071,19752714
48072,19911990
48073,20168206
48074,15851918
48075,19002268
48076,18158176
48077,18951617
48078,21055664
48079,21481024
48080,16722854
48081,16711173
48082,16240620
48083,11034885
48084,7816491
48085,10678603
48086,11769869
48087,1816730
48088,358926
48089,9704373
48090,12800045
48091,8043247
48092,8127332
48093,9552776
48094,359444
48095,10685817
48096,16052120
48097,8213020
48098,10478769
48099,9589535
48100,11731062
48101,786825
48102,15372199
48103,11444885
48104,6338860
48105,15784928
48106,2896557
48107,11130603
48108,8700092
48109,3754633
48110,8278239
48111,3634818
48112,8254063
48113,3347763
48114,7398449
48115,1001842
48116,2926574
48117,3897499
48118,2407200
48119,17697416
48120,16353851
48121,6202993
48122,17981847
48123,6083819
48124,20935327
48125,6184453
48126,10229456
48127,2666745
48128,14657447
48129,466329
48130,17691578
48131,2666745
48132,2453399
48133,9210109
48134,7263934
48135,11441210
48136,6083819
48137,21978210
48138,7356821
48139,8741982
48140,21239366
48141,2666745
48142,17159119
48143,6173512
48144,16705846
48145,9210109
48146,17691578
48147,6083819
48148,18647729
48149,15707467
48150,11575897
48151,16935685
48152,9841829
48153,11292698
48154,9498468
48155,12075764
48156,17313998
48157,18602960
48158,10689236
48159,11292698
48160,15982790
48161,16257098
48162,9607039
48163,10899847
48164,17448578
48165,3042876
48166,18554712
48167,9815355
48168,12744870
48169,1682684
48170,10558970
48171,11238232
48172,9498445
48173,11292698
48174,10899847
48175,9841829
48176,14556770
48177,162674
48178,3633511
48179,9572178
48180,9578274
48181,2197860
48182,8238157
48183,9175683
48184,1814297
48185,3533134
48186,11880137
48187,2380510
48188,9241299
48189,9688484
48190,8297841
48191,10601925
48192,1760779
48193,6349232
48194,342679
48195,6381698
48196,11125344
48197,6584599
48198,16801628
48199,9469327
48200,18250350
48201,12867108
48202,1945205
48203,8786194
48204,7805984
48205,11125410
48206,8441129
48207,8656422
48208,21353334
48209,8150348
48210,7047267
48211,2007362
48212,8147352
48213,6363219
48214,21077522
48215,2731771
48216,19016569
48217,15842277
48218,3946501
48219,7048232
48220,2447257
48221,4096759
48222,6369238
48223,8517932
48224,16889186
48225,21508145
48226,17284630
48227,18302514
48228,16837619
48229,2000278
48230,9120744
48231,3895150
48232,2057245
48233,3900906
48234,3054783
48235,2187176
48236,12666111
48237,15534251
48238,18608103
48239,9872200
48240,10859037
48241,7651472
48242,12358327
48243,12747812
48244,12536700
48245,12447511
48246,8099639
48247,18163135
48248,10072131
48249,11474008
48250,12791849
48251,10928351
48252,20005196
48253,10511977
48254,9754317
48255,12712759
48256,10546844
48257,9236821
48258,11123823
48259,18834523
48260,18834523
48261,11693975
48262,11693975
48263,19407111
48264,19407111
48265,16492359
48266,16492359
48267,16492359
48268,17642705
48269,16492359
48270,12662417
48271,12662417
48272,10746389
48273,17556616
48274,15255320
48275,10497842
48276,10492788
48277,11398664
48278,16711337
48279,9125830
48280,16117960
48281,9236821
48282,19271402
48283,19271402
48284,9236821
48285,17300631
48286,17300631
48287,17360871
48288,18981501
48289,12174772
48290,18240951
48291,18240951
48292,8758063
48293,8758063
48294,17172395
48295,17337962
48296,18256418
48297,15228812
48298,9444000
48299,12812358
48300,16505556
48301,8940977
48302,19399156
48303,20218482
48304,14510166
48305,10983554
48306,19635896
48307,19362256
48308,12206045
48309,15000726
48310,10715695
48311,10405377
48312,8980591
48313,10696409
48314,19173772
48315,19482001
48316,19173772
48317,16492359
48318,9373631
48319,18620560
48320,12406815
48321,14985222
48322,16087985
48323,18326612
48324,10398312
48325,16310552
48326,11431296
48327,16960174
48328,1503059
48329,10398312
48330,16168782
48331,12052800
48332,15321815
48333,12643023
48334,9298264
48335,3771887
48336,11370723
48337,11495184
48338,3955433
48339,3198545
48340,9779279
48341,8886466
48342,2029665
48343,3723285
48344,19092238
48345,18096840
48346,16685123
48347,17434094
48348,19834016
48349,15288403
48350,12707429
48351,17959981
48352,18524684
48353,17703885
48354,19076108
48355,18278830
48356,11465977
48357,18640074
48358,18796160
48359,15818684
48360,18400400
48361,17631400
48362,15820913
48363,18716003
48364,15596757
48365,17507163
48366,15911152
48367,18448418
48368,15082123
48369,16466610
48370,17130411
48371,9005747
48372,9892329
48373,16160068
48374,16893712
48375,11423056
48376,17851566
48377,10690692
48378,17989110
48379,21423021
48380,12574810
48381,10630656
48382,12729425
48383,21889410
48384,14632856
48385,10649153
48386,9555556
48387,8655825
48388,16142556
48389,17180553
48390,565593
48391,11789743
48392,12074820
48393,8801153
48394,15627777
48395,2729386
48396,6360297
48397,3377716
48398,10411835
48399,7802070
48400,12707868
48401,8694079
48402,8692511
48403,21823854
48404,2750828
48405,11172123
48406,9246967
48407,7921936
48408,10759276
48409,3727190
48410,15882720
48411,20096179
48412,16242695
48413,8903550
48414,9916960
48415,12114234
48416,6166512
48417,2670188
48418,18400462
48419,16256897
48420,3511081
48421,16430351
48422,1472342
48423,10308029
48424,19833477
48425,11036893
48426,19690306
48427,14718327
48428,15120768
48429,9616458
48430,17573295
48431,3581764
48432,3966617
48433,17608870
48434,17267931
48435,7532501
48436,1737710
48437,20739143
48438,10582932
48439,6924693
48440,11529977
48441,11562616
48442,18841533
48443,2056358
48444,10190835
48445,15336467
48446,10792154
48447,20970066
48448,11342895
48449,3895410
48450,11454106
48451,9776013
48452,15990220
48453,15936869
48454,16698176
48455,9666761
48456,15842558
48457,17651893
48458,2005707
48459,14678372
48460,11516807
48461,10543335
48462,15967567
48463,3959249
48464,9638316
48465,20132103
48466,12175392
48467,17135784
48468,11176403
48469,9144906
48470,3516295
48471,12934777
48472,12811500
48473,11248608
48474,11435842
48475,17669143
48476,10332441
48477,11696741
48478,20860717
48479,16834644
48480,2667633
48481,9353802
48482,17162046
48483,15808387
48484,17937959
48485,20109997
48486,15540755
48487,9467475
48488,15041104
48489,16096831
48490,15548447
48491,12201616
48492,16469019
48493,10510109
48494,8578271
48495,7788255
48496,14764127
48497,14616458
48498,10775736
48499,17825137
48500,10210394
48501,19143854
48502,12060436
48503,12893326
48504,19389083
48505,18637156
48506,16532466
48507,20303119
48508,17190372
48509,10633519
48510,10570589
48511,10460963
48512,11099583
48513,21114607
48514,20380655
48515,19317822
48516,20722676
48517,21307137
48518,18782641
48519,20580422
48520,19366970
48521,19592625
48522,20609969
48523,18931095
48524,19688338
48525,19515413
48526,20417856
48527,19289857
48528,20536952
48529,804383
48530,4943003
48531,7357809
48532,9085303
48533,812666
48534,509346
48535,7052110
48536,7031101
48537,6935400
48538,3540879
48539,19298950
48540,10348224
48541,12471569
48542,9180204
48543,10397379
48544,11421377
48545,8684102
48546,15040557
48547,14614665
48548,10353520
48549,11493411
48550,11882229
48551,9698951
48552,8460760
48553,9672930
48554,7818104
48555,12472706
48556,8773860
48557,11299404
48558,11881888
48559,16677265
48560,15078377
48561,9807075
48562,9230328
48563,7644238
48564,7486094
48565,18164939
48566,2221162
48567,15588235
48568,20463094
48569,16621910
48570,17284630
48571,11343530
48572,11742045
48573,10474848
48574,9068685
48575,7059922
48576,12464834
48577,7235853
48578,17031007
48579,10420392
48580,15311218
48581,11361230
48582,9891197
48583,10369493
48584,12420344
48585,8774298
48586,8425628
48587,8747045
48588,1740198
48589,8975955
48590,2844044
48591,6284457
48592,6272072
48593,346140
48594,4593226
48595,17463075
48596,19863647
48597,21286740
48598,19561035
48599,9395691
48600,12868251
48601,20371148
48602,17613573
48603,9050361
48604,3434110
48605,7741850
48606,17434505
48607,11098042
48608,16603437
48609,9437624
48610,794722
48611,15979652
48612,2187266
48613,1568861
48614,1912753
48615,365122
48616,18586174
48617,8080893
48618,17084785
48619,15182893
48620,9287924
48621,4600626
48622,9352691
48623,3304522
48624,8986564
48625,3885668
48626,11607900
48627,7136436
48628,8184644
48629,11578347
48630,567753
48631,3822295
48632,1938446
48633,7489167
48634,4007463
48635,8115888
48636,8673778
48637,8029650
48638,8881789
48639,1430977
48640,8214733
48641,2070391
48642,8894861
48643,15234509
48644,17276670
48645,1654756
48646,17276670
48647,7629414
48648,14734067
48649,14569436
48650,14569436
48651,7628204
48652,8123269
48653,9771366
48654,8381259
48655,10189646
48656,10195475
48657,14734066
48658,7710150
48659,2971565
48660,7570433
48661,2145136
48662,2142915
48663,2879458
48664,1835324
48665,11926786
48666,12354470
48667,12760589
48668,7675718
48669,14668503
48670,1527129
48671,18260482
48672,16202734
48673,15229013
48674,8022438
48675,17000504
48676,10214835
48677,16101611
48678,15207678
48679,8694046
48680,19205272
48681,9397098
48682,9598952
48683,12517648
48684,12789117
48685,10561618
48686,11787914
48687,9642607
48688,3151520
48689,15919397
48690,12798539
48691,11904609
48692,16041629
48693,11598557
48694,15491575
48695,11444340
48696,19241302
48697,15841929
48698,17888920
48699,15884282
48700,15042010
48701,14526299
48702,12388963
48703,12881083
48704,18979392
48705,1699814
48706,1724669
48707,3297596
48708,2045533
48709,9540427
48710,11038148
48711,15120713
48712,2435738
48713,6375799
48714,1720403
48715,1699272
48716,1481031
48717,11038148
48718,6130330
48719,3551154
48720,10036345
48721,16882819
48722,10974132
48723,10503681
48724,18847151
48725,1355618
48726,16238587
48727,12661806
48728,15079179
48729,16299866
48730,9523927
48731,9517578
48732,12796167
48733,15764724
48734,9043535
48735,21762229
48736,9802368
48737,16261956
48738,17690122
48739,7574132
48740,11562625
48741,12435255
48742,3544690
48743,9732338
48744,2864374
48745,11937178
48746,2892881
48747,6750167
48748,12417537
48749,14657064
48750,16154016
48751,19385465
48752,10772522
48753,11132912
48754,9799143
48755,10065804
48756,15809789
48757,11000370
48758,10522857
48759,9172113
48760,11132912
48761,8351603
48762,11071407
48763,10221603
48764,16881424
48765,17705082
48766,2146389
48767,20174950
48768,17761080
48769,19926203
48770,19009864
48771,16881424
48772,11132912
48773,8356499
48774,17287914
48775,16881424
48776,20090356
48777,11058851
48778,10469695
48779,11239652
48780,3045718
48781,6705012
48782,6339708
48783,3846198
48784,6387892
48785,7031216
48786,6348227
48787,2085989
48788,1853170
48789,7031217
48790,1867082
48791,6565475
48792,16612915
48793,17573751
48794,23577680
48795,12950424
48796,12432293
48797,6338993
48798,12463433
48799,10737578
48800,16988850
48801,11008725
48802,9221864
48803,10205213
48804,11419556
48805,11856083
48806,12790983
48807,16848808
48808,14523338
48809,12352236
48810,9435326
48811,19367435
48812,16398803
48813,18365505
48814,18783071
48815,17256809
48816,3039130
48817,17869598
48818,14994114
48819,20703472
48820,19918682
48821,12524411
48822,15309644
48823,6337670
48824,17190281
48825,11535842
48826,15521346
48827,15972045
48828,10950002
48829,17522765
48830,9369106
48831,16916391
48832,11668104
48833,10626860
48834,10458121
48835,8988115
48836,15820455
48837,18470565
48838,12619423
48839,10395629
48840,12780888
48841,16091912
48842,11854696
48843,16614779
48844,16204903
48845,15200038
48846,15739214
48847,19137320
48848,15250565
48849,12576897
48850,9476035
48851,11775134
48852,12473867
48853,9116924
48854,9607383
48855,15001200
48856,9878944
48857,10232502
48858,12679215
48859,11558858
48860,12360162
48861,12764406
48862,11927789
48863,9607385
48864,8986917
48865,9431859
48866,11440284
48867,8930424
48868,10720881
48869,9322828
48870,11675899
48871,10480473
48872,10321414
48873,15723979
48874,14651725
48875,12368570
48876,15097245
48877,9883710
48878,7768585
48879,10333347
48880,9551878
48881,18800455
48882,9794352
48883,7848024
48884,11185637
48885,15042114
48886,10516734
48887,9607384
48888,9607385
48889,10714729
48890,16389204
48891,14563543
48892,17628351
48893,7261900
48894,8498759
48895,18243585
48896,1787024
48897,4890477
48898,6166512
48899,2670188
48900,10564413
48901,11558980
48902,9554895
48903,16904524
48904,18980926
48905,11129765
48906,12389880
48907,18570223
48908,8907138
48909,10458255
48910,1483075
48911,15986401
48912,12096294
48913,7532501
48914,10840251
48915,12433764
48916,10756611
48917,12691686
48918,15238983
48919,12919237
48920,18467717
48921,16643264
48922,1737710
48923,11907291
48924,14752074
48925,6923418
48926,11533423
48927,19107130
48928,18772208
48929,19029416
48930,16871094
48931,10750206
48932,14966096
48933,11759464
48934,11559726
48935,15378102
48936,16622437
48937,12232756
48938,10920832
48939,12877375
48940,11689579
48941,9311323
48942,15904750
48943,21368658
48944,17717446
48945,18516532
48946,17114014
48947,20074698
48948,15148494
48949,11850709
48950,11313239
48951,11960266
48952,12774056
48953,14561987
48954,12809961
48955,10743823
48956,15570651
48957,9854758
48958,9469313
48959,17259414
48960,16376250
48961,16156464
48962,9926947
48963,15232043
48964,16181163
48965,18434929
48966,16788419
48967,12196616
48968,11996616
48969,15942550
48970,2005733
48971,2841662
48972,11978259
48973,11978262
48974,10720164
48975,11976158
48976,1846723
48977,8890060
48978,10599912
48979,9848527
48980,2366139
48981,10959787
48982,11811506
48983,9926761
48984,7500246
48985,8708952
48986,12445223
48987,11846197
48988,9696260
48989,8519562
48990,11350501
48991,9869347
48992,10703658
48993,2269914
48994,12683708
48995,11755552
48996,11454122
48997,1641524
48998,9609266
48999,11769665
49000,12766829
49001,8350884
49002,10329858
49003,2181748
49004,19738090
49005,19416298
49006,21507143
49007,19576090
49008,18096708
49009,20097417
49010,17218551
49011,20185423
49012,19493352
49013,16603606
49014,14987884
49015,18852401
49016,19797133
49017,19034493
49018,7661937
49019,10740162
49020,2427458
49021,1782952
49022,10099907
49023,10636525
49024,2095164
49025,14695461
49026,11099993
49027,2589170
49028,3548627
49029,8749868
49030,9213716
49031,12401244
49032,2195862
49033,7543083
49034,6399346
49035,7856520
49036,8130021
49037,14993771
49038,8856425
49039,12724244
49040,11074869
49041,12437794
49042,9099116
49043,15367052
49044,11720460
49045,9346455
49046,11164322
49047,10390003
49048,12024545
49049,12464832
49050,8186168
49051,14966078
49052,8788351
49053,2373065
49054,10302610
49055,2373065
49056,11304773
49057,9190093
49058,10723618
49059,10334612
49060,8652254
49061,1861939
49062,2373656
49063,14528573
49064,16707508
49065,14729297
49066,7603933
49067,15653255
49068,3977198
49069,346537
49070,12048339
49071,12727038
49072,8917146
49073,8917146
49074,3049968
49075,12781926
49076,2188451
49077,10688504
49078,2904896
49079,11166746
49080,1415400
49081,16097980
49082,7943065
49083,2240118
49084,9926890
49085,12407329
49086,10426640
